n_state_partitions,seeds_in_state_tier,seeds_country_tier_only,residual_area_km2,seed_count,duplicate_metro_ids_dropped,country_area_km2,n_clusters,rotated_for_pole,number_of_output_pieces,number_of_metros,sum_cell_area_km2,area_sum_residual_km2,max_cell_area_km2,geometry_valid,country_code,case
1,1,1,24.590530297162292,2,0,28.103414729217526,0,False,0,3,0.0,0.0,0.0,True,UM,two_seeds_bisector
51,768,1,28.135626230517474,769,0,9447868.303355558,0,False,0,776,0.0,0.0,0.0,True,US,halfspace_intersection
19,31,1,0.0005397181865402141,32,0,177439.5307410422,0,False,0,32,0.0,0.0,0.0,True,UY,halfspace_intersection
14,29,0,0.0017452617907333752,29,0,447179.80655375996,0,False,0,30,0.0,0.0,0.0,True,UZ,halfspace_intersection
1,1,0,0.0,1,0,0.012185526919842912,0,False,0,1,0.0,0.0,0.0,True,VA,fully_state_partitioned
1,1,0,313.51811537493523,1,0,369.1210877189843,0,False,0,2,0.0,0.0,0.0,True,VC,single_seed
23,50,0,36123.844710981306,50,0,916571.3332375558,0,False,0,60,0.0,0.0,0.0,True,VE,halfspace_intersection
1,1,0,0.0,1,0,145.3919794331574,0,False,0,1,0.0,0.0,0.0,True,VG,fully_state_partitioned
1,1,0,141.76060696052184,1,0,355.9312081705648,0,False,0,2,0.0,0.0,0.0,True,VI,single_seed
55,60,0,29076.490874718253,60,0,329986.8053909851,0,False,0,85,0.0,0.0,0.0,True,VN,halfspace_intersection
2,2,0,6527.4008339326,2,0,12338.91288633475,0,False,0,4,0.0,0.0,0.0,True,VU,two_seeds_bisector
1,1,0,63.577328086301584,1,0,139.84987632575542,0,False,0,2,0.0,0.0,0.0,True,WF,single_seed
1,1,0,2344.965943168341,1,0,2790.7963674502776,0,False,0,2,0.0,0.0,0.0,True,WS,single_seed
3,3,0,9123.837781282693,3,0,10895.055762406835,0,False,0,6,0.0,0.0,0.0,True,XK,halfspace_intersection
14,20,0,83672.56035489622,20,0,454649.16232704086,0,False,0,36,0.0,0.0,0.0,True,YE,halfspace_intersection
0,0,1,396.4119167575177,1,0,396.4119167575177,0,False,0,1,0.0,0.0,0.0,True,YT,single_seed
9,72,0,0.0019049722984257674,72,0,1221445.9875555763,0,False,0,73,0.0,0.0,0.0,True,ZA,halfspace_intersection
10,34,0,0.010607538641280195,34,0,754730.144050514,0,False,0,36,0.0,0.0,0.0,True,ZM,halfspace_intersection
9,20,0,32728.218148869913,20,0,390529.1645006998,0,False,0,29,0.0,0.0,0.0,True,ZW,halfspace_intersection
0,0,0,0.0,0,0,54.96767531297265,0,False,0,0,0.0,0.0,0.0,True,BV,no_seeds
0,0,0,0.0,0,0,393.2186300266025,0,False,0,0,0.0,0.0,0.0,True,HM,no_seeds
